"행정구역","2025년06월_남_총인구수","2025년06월_남_연령구간인구수","2025년06월_남_0~9세","2025년06월_남_10~19세","2025년06월_남_20~29세","2025년06월_남_30~39세","2025년06월_남_40~49세","2025년06월_남_50~59세","2025년06월_남_60~69세","2025년06월_남_70~79세","2025년06월_남_80~89세","2025년06월_남_90~99세","2025년06월_남_100세 이상","2025년06월_여_총인구수","2025년06월_여_연령구간인구수","2025년06월_여_0~9세","2025년06월_여_10~19세","2025년06월_여_20~29세","2025년06월_여_30~39세","2025년06월_여_40~49세","2025년06월_여_50~59세","2025년06월_여_60~69세","2025년06월_여_70~79세","2025년06월_여_80~89세","2025년06월_여_90~99세","2025년06월_여_100세 이상"
"강원특별자치도 태백시 문곡소도동(5119058500)","1,632","1,632","29","76","119","109","187","318","434","267","89","4","0","1,644","1,644","39","103","88","83","152","282","415","298","156","28","0"
"강원특별자치도 태백시 장성동(5119059500)","1,495","1,495","54","70","119","108","144","286","394","211","100","9","0","1,535","1,535","56","84","91","69","130","236","361","262","210","36","0"
"강원특별자치도 태백시 구문소동(5119060500)","1,070","1,070","6","122","57","47","99","170","273","194","94","8","0","1,017","1,017","7","48","31","27","63","145","244","256","171","25","0"
"강원특별자치도 태백시 철암동(5119061500)","880","880","9","26","56","54","76","166","228","165","94","6","0","793","793","10","27","33","29","61","115","176","198","127","17","0"
"강원특별자치도 속초시 (5121000000)","39,551","39,551","2,269","3,332","3,975","4,785","5,544","7,199","7,164","3,666","1,461","151","5","40,550","40,550","2,150","3,277","3,141","3,902","5,421","7,438","7,730","4,426","2,557","492","16"
"강원특별자치도 속초시 영랑동(5121051000)","2,242","2,242","84","97","184","244","258","449","509","289","111","16","1","2,065","2,065","63","95","110","161","207","355","520","340","176","37","1"
"강원특별자치도 속초시 동명동(5121052000)","2,591","2,591","185","236","216","302","403","437","459","251","93","9","0","2,661","2,661","189","212","180","293","386","457","462","297","149","36","0"
"강원특별자치도 속초시 금호동(5121054000)","2,676","2,676","108","163","237","253","316","478","600","358","148","15","0","2,766","2,766","88","145","171","191","274","479","676","421","256","58","7"
"강원특별자치도 속초시 교동(5121056000)","4,273","4,273","160","360","463","508","539","777","825","446","178","17","0","4,424","4,424","158","334","372","358","522","778","939","586","311","65","1"
"강원특별자치도 속초시 노학동(5121057000)","10,021","10,021","465","935","1,027","1,133","1,345","1,939","1,898","879","356","42","2","10,098","10,098","482","876","829","834","1,341","1,995","1,914","1,031","662","130","4"
"강원특별자치도 속초시 조양동(5121058000)","13,928","13,928","1,112","1,367","1,539","1,962","2,163","2,457","1,982","962","350","32","2","14,886","14,886","1,040","1,449","1,245","1,776","2,311","2,782","2,375","1,152","657","97","2"
"강원특별자치도 속초시 청호동(5121059000)","2,326","2,326","129","111","220","259","364","396","475","253","110","9","0","2,265","2,265","97","123","178","213","282","353","471","310","197","40","1"
"강원특별자치도 속초시 대포동(5121060000)","1,494","1,494","26","63","89","124","156","266","416","228","115","11","0","1,385","1,385","33","43","56","76","98","239","373","289","149","29","0"
"강원특별자치도 삼척시 (5123000000)","31,248","31,248","1,439","2,430","3,558","2,569","3,761","5,964","6,172","3,593","1,568","192","2","30,063","30,063","1,379","2,281","2,588","2,183","3,314","4,701","5,973","3,983","3,004","637","20"
"강원특별자치도 삼척시 도계읍(5123025000)","4,482","4,482","82","417","877","181","373","749","993","546","242","21","1","4,358","4,358","64","437","739","153","305","560","886","639","495","77","3"
"강원특별자치도 삼척시 원덕읍(5123025300)","1,638","1,638","26","52","105","116","184","349","432","241","118","15","0","1,422","1,422","28","45","43","50","95","205","355","285","257","58","1"
"강원특별자치도 삼척시 원덕읍임원출장소(5123025400)","723","723","16","23","36","45","69","170","173","124","59","7","1","740","740","18","15","29","22","43","108","187","166","123","27","2"
"강원특별자치도 삼척시 근덕면(5123031000)","2,377","2,377","31","58","129","137","197","528","667","394","210","26","0","2,222","2,222","24","49","82","69","123","321","595","408","442","102","7"
"강원특별자치도 삼척시 하장면(5123032000)","649","649","7","19","25","17","63","135","209","127","43","4","0","531","531","1","9","19","12","28","86","182","108","70","15","1"
"강원특별자치도 삼척시 노곡면(5123033000)","374","374","2","4","12","8","23","85","135","70","26","9","0","298","298","5","5","2","8","8","32","98","62","61","17","0"
"강원특별자치도 삼척시 미로면(5123034000)","911","911","7","27","44","31","83","191","260","177","78","13","0","804","804","12","12","20","23","48","116","222","157","148","46","0"
"강원특별자치도 삼척시 가곡면(5123035000)","342","342","9","16","9","7","23","71","105","72","24","6","0","322","322","6","10","10","11","18","43","84","75","49","15","1"
"강원특별자치도 삼척시 신기면(5123036000)","347","347","3","2","14","11","31","79","104","70","27","6","0","283","283","5","4","7","12","11","49","81","54","52","8","0"
"강원특별자치도 삼척시 남양동(5123051000)","3,207","3,207","80","191","280","252","358","582","697","510","234","23","0","3,325","3,325","81","180","206","198","287","545","776","616","367","69","0"
"강원특별자치도 삼척시 교동(5123053000)","7,767","7,767","654","872","1,123","965","1,207","1,393","941","436","158","18","0","7,351","7,351","658","801","737","882","1,225","1,331","959","448","258","52","0"
"강원특별자치도 삼척시 정라동(5123054000)","4,897","4,897","367","416","542","535","700","990","764","409","153","21","0","4,732","4,732","333","405","414","492","668","764","768","482","340","65","1"
"강원특별자치도 삼척시 성내동(5123057000)","3,534","3,534","155","333","362","264","450","642","692","417","196","23","0","3,675","3,675","144","309","280","251","455","541","780","483","342","86","4"
"강원특별자치도 홍천군 (5172000000)","34,254","34,254","1,487","2,196","2,994","3,112","3,593","5,825","8,447","4,545","1,867","177","11","32,158","32,158","1,410","2,167","2,058","2,355","3,235","5,118","7,665","4,339","3,063","721","27"
"강원특별자치도 홍천군 홍천읍(5172025000)","16,969","16,969","1,096","1,583","1,918","2,052","2,271","2,973","2,998","1,402","617","57","2","16,594","16,594","1,024","1,525","1,419","1,669","2,248","2,830","2,939","1,634","1,067","230","9"
"강원특별자치도 홍천군 화촌면(5172031000)","2,257","2,257","27","63","151","143","159","368","695","465","167","17","2","1,926","1,926","32","42","76","63","100","240","631","400","249","89","4"
"강원특별자치도 홍천군 두촌면(5172032000)","1,195","1,195","19","28","58","52","83","199","406","228","107","13","2","1,188","1,188","15","42","51","44","54","157","367","231","178","48","1"
"강원특별자치도 홍천군 내촌면(5172033000)","1,254","1,254","17","36","51","45","83","201","456","248","109","8","0","1,146","1,146","14","39","29","37","52","163","392","205","177","37","1"
"강원특별자치도 홍천군 서석면(5172034000)","1,861","1,861","51","76","117","106","129","312","615","329","120","5","1","1,756","1,756","40","81","70","77","136","291","504","293","212","50","2"
"강원특별자치도 홍천군 영귀미면(5172035200)","2,083","2,083","46","81","79","102","159","378","652","418","150","17","1","1,943","1,943","33","65","68","66","136","294","619","362","240","59","1"
"강원특별자치도 홍천군 남면(5172036000)","2,960","2,960","128","117","356","289","218","416","768","460","185","22","1","2,572","2,572","123","160","170","181","166","343","689","355","310","72","3"
"강원특별자치도 홍천군 서면(5172037000)","1,995","1,995","35","54","93","138","181","331","672","340","136","14","1","1,772","1,772","39","57","64","80","128","258","541","332","223","49","1"
"강원특별자치도 홍천군 북방면(5172038000)","2,128","2,128","33","96","109","118","186","367","660","374","169","16","0","1,905","1,905","47","94","78","86","128","305","533","299","272","59","4"
"강원특별자치도 홍천군 내면(5172039000)","1,552","1,552","35","62","62","67","124","280","525","281","107","8","1","1,356","1,356","43","62","33","52","87","237","450","228","135","28","1"
"강원특별자치도 횡성군 (5173000000)","23,647","23,647","861","1,734","1,674","1,583","2,353","4,055","6,278","3,495","1,484","128","2","22,223","22,223","772","1,564","1,261","1,288","1,954","3,579","5,748","3,246","2,282","515","14"
"강원특별자치도 횡성군 횡성읍(5173025000)","10,354","10,354","602","977","1,045","937","1,357","1,904","1,985","1,018","487","41","1","10,126","10,126","552","899","837","838","1,246","1,704","1,928","1,143","809","164","6"
"강원특별자치도 횡성군 우천면(5173031000)","2,296","2,296","45","99","174","122","170","382","704","414","168","18","0","2,049","2,049","35","87","98","91","120","365","623","321","257","51","1"
"강원특별자치도 횡성군 안흥면(5173032000)","1,620","1,620","30","305","54","58","78","203","511","263","111","7","0","1,521","1,521","19","272","43","45","74","165","457","226","169","51","0"
"강원특별자치도 횡성군 둔내면(5173033000)","3,107","3,107","100","168","178","204","322","561","877","482","205","9","1","2,801","2,801","91","150","123","112","239","480","809","441","288","64","4"
"강원특별자치도 횡성군 갑천면(5173034000)","1,283","1,283","14","25","49","39","93","216","470","258","110","9","0","1,177","1,177","12","29","52","44","54","184","406","208","152","34","2"
"강원특별자치도 횡성군 청일면(5173035000)","1,222","1,222","10","36","30","53","72","200","459","263","92","7","0","1,159","1,159","13","29","22","37","50","177","400","221","165","44","1"
"강원특별자치도 횡성군 공근면(5173036000)","1,764","1,764","25","49","68","83","114","297","596","362","154","16","0","1,614","1,614","13","53","44","58","80","230","550","309","211","66","0"
"강원특별자치도 횡성군 서원면(5173037000)","1,092","1,092","25","40","36","56","93","149","365","228","92","8","0","940","940","24","22","26","34","51","132","318","185","123","25","0"
"강원특별자치도 횡성군 강림면(5173038000)","909","909","10","35","40","31","54","143","311","207","65","13","0","836","836","13","23","16","29","40","142","257","192","108","16","0"
"강원특별자치도 영월군 (5175000000)","18,871","18,871","653","1,356","1,425","1,276","1,953","3,553","4,742","2,653","1,153","103","4","17,490","17,490","569","1,101","1,047","1,021","1,701","2,914","4,097","2,722","1,944","367","7"
"강원특별자치도 영월군 영월읍(5175025000)","9,994","9,994","501","986","1,020","883","1,241","1,883","1,941","1,017","483","39","0","9,587","9,587","433","799","752","740","1,229","1,690","1,773","1,177","830","161","3"
"강원특별자치도 영월군 상동읍(5175025300)","530","530","6","38","32","20","44","105","152","78","53","2","0","473","473","4","10","18","13","36","68","121","106","82","15","0"
"강원특별자치도 영월군 산솔면(5175031200)","747","747","10","31","31","28","51","141","240","141","67","7","0","633","633","12","26","16","14","44","85","187","118","111","20","0"
"강원특별자치도 영월군 김삿갓면(5175032500)","919","919","20","31","38","36","66","180","319","160","57","12","0","809","809","11","28","26","27","49","150","261","141","98","18","0"
"강원특별자치도 영월군 북면(5175033000)","1,061","1,061","17","41","33","55","97","204","345","194","66","9","0","941","941","20","43","36","32","51","157","245","186","149","22","0"
"강원특별자치도 영월군 남면(5175034000)","1,132","1,132","8","36","69","57","106","194","355","224","77","5","1","984","984","10","39","35","29","56","142","300","195","141","34","3"
"강원특별자치도 영월군 한반도면(5175035500)","617","617","21","17","37","39","43","125","191","91","53","0","0","529","529","20","18","20","36","36","84","157","81","65","12","0"
"강원특별자치도 영월군 한반도면쌍용출장소(5175035900)","810","810","20","25","36","45","84","158","215","141","79","6","1","700","700","14","29","27","29","42","95","167","174","108","15","0"
"강원특별자치도 영월군 주천면(5175036000)","1,967","1,967","29","111","99","80","155","351","618","362","146","14","2","1,832","1,832","30","72","92","63","93","301","543","329","254","54","1"
"강원특별자치도 영월군 무릉도원면(5175038000)","1,094","1,094","21","40","30","33","66","212","366","245","72","9","0","1,002","1,002","15","37","25","38","65","142","343","215","106","16","0"
"강원특별자치도 평창군 (5176000000)","20,727","20,727","608","1,323","1,661","1,453","2,241","3,953","5,295","2,849","1,257","85","2","19,236","19,236","642","1,192","1,067","1,116","1,913","3,384","4,734","2,927","1,892","353","16"
"강원특별자치도 평창군 평창읍(5176025000)","4,258","4,258","137","316","386","355","420","785","1,031","564","237","27","0","4,007","4,007","161","307","228","268","443","690","896","554","381","76","3"
